Discount,Shape,COLOR,CLARITY,CUT,POL,SYM,FLUO,Size,Month,Year,,,,,,
-52.0%,RO,J,SI2,EX,EX,EX,Very Strong,3.01-3.09,Jun,2022,,,,,,
-50.0%,RO,K,SI2,EX,EX,EX,Very Strong,3.01-3.09,Jun,2022,,,,,,
-50.0%,RO,L,SI2,EX,EX,EX,Very Strong,3.01-3.09,Jun,2022,,,,,,
-51.0%,RO,M,SI2,EX,EX,EX,Very Strong,3.01-3.09,Jun,2022,,,,,,
-38.0%,RO,D,I1,EX,EX,EX,Very Strong,3.01-3.09,Jun,2022,,,,,,
-38.0%,RO,E,I1,EX,EX,EX,Very Strong,3.01-3.09,Jun,2022,,,,,,
-38.0%,RO,F,I1,EX,EX,EX,Very Strong,3.01-3.09,Jun,2022,,,,,,
-35.0%,RO,G,I1,EX,EX,EX,Very Strong,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,H,I1,EX,EX,EX,Very Strong,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,I,I1,EX,EX,EX,Very Strong,3.01-3.09,Jun,2022,,,,,,
-30.0%,RO,J,I1,EX,EX,EX,Very Strong,3.01-3.09,Jun,2022,,,,,,
-30.0%,RO,K,I1,EX,EX,EX,Very Strong,3.01-3.09,Jun,2022,,,,,,
-30.0%,RO,L,I1,EX,EX,EX,Very Strong,3.01-3.09,Jun,2022,,,,,,
-30.0%,RO,M,I1,EX,EX,EX,Very Strong,3.01-3.09,Jun,2022,,,,,,
-40.0%,RO,D,IF,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-41.0%,RO,E,IF,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-37.0%,RO,F,IF,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,G,IF,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,H,IF,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,I,IF,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-37.0%,RO,J,IF,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-34.0%,RO,K,IF,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-34.0%,RO,L,IF,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-34.0%,RO,M,IF,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-40.0%,RO,D,VVS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-38.0%,RO,E,VVS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-37.0%,RO,F,VVS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-34.0%,RO,G,VVS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-34.0%,RO,H,VVS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-34.0%,RO,I,VVS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,J,VVS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-33.0%,RO,K,VVS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,L,VVS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,M,VVS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-37.0%,RO,D,VVS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-37.0%,RO,E,VVS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-33.0%,RO,F,VVS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-33.0%,RO,G,VVS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,H,VVS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-33.0%,RO,I,VVS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-34.0%,RO,J,VVS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-33.0%,RO,K,VVS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-31.0%,RO,L,VVS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,M,VVS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-34.0%,RO,D,VS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-35.0%,RO,E,VS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,F,VS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,G,VS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,H,VS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,I,VS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-33.0%,RO,J,VS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-33.0%,RO,K,VS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-31.0%,RO,L,VS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-31.0%,RO,M,VS1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-34.0%,RO,D,VS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-33.0%,RO,E,VS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,F,VS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-31.0%,RO,G,VS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-31.0%,RO,H,VS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-30.0%,RO,I,VS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,J,VS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-31.0%,RO,K,VS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-31.0%,RO,L,VS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-30.0%,RO,M,VS2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,D,SI1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,E,SI1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-31.0%,RO,F,SI1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,G,SI1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,H,SI1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,I,SI1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,J,SI1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,K,SI1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-29.0%,RO,L,SI1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-31.0%,RO,M,SI1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-31.0%,RO,D,SI2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-30.0%,RO,E,SI2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-30.0%,RO,F,SI2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,G,SI2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-32.0%,RO,H,SI2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-31.0%,RO,I,SI2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-31.0%,RO,J,SI2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-29.0%,RO,K,SI2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-29.0%,RO,L,SI2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-30.0%,RO,M,SI2,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-15.0%,RO,D,I1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-15.0%,RO,E,I1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-15.0%,RO,F,I1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-12.0%,RO,G,I1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-9.0%,RO,H,I1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-9.0%,RO,I,I1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-9.0%,RO,J,I1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-9.0%,RO,K,I1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-9.0%,RO,L,I1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-9.0%,RO,M,I1,X,X,X,None,3.01-3.09,Jun,2022,,,,,,
-44.0%,RO,D,IF,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-45.0%,RO,E,IF,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-41.0%,RO,F,IF,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-40.0%,RO,G,IF,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-40.0%,RO,H,IF,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-40.0%,RO,I,IF,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-41.0%,RO,J,IF,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-38.0%,RO,K,IF,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-38.0%,RO,L,IF,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-38.0%,RO,M,IF,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-44.0%,RO,D,VVS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-42.0%,RO,E,VVS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-41.0%,RO,F,VVS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-38.0%,RO,G,VVS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-38.0%,RO,H,VVS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-38.0%,RO,I,VVS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-40.0%,RO,J,VVS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-37.0%,RO,K,VVS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,L,VVS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,M,VVS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-41.0%,RO,D,VVS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-41.0%,RO,E,VVS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-37.0%,RO,F,VVS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-37.0%,RO,G,VVS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,H,VVS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-37.0%,RO,I,VVS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-38.0%,RO,J,VVS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-37.0%,RO,K,VVS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-35.0%,RO,L,VVS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,M,VVS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-38.0%,RO,D,VS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-39.0%,RO,E,VS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,F,VS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,G,VS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,H,VS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,I,VS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-37.0%,RO,J,VS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-37.0%,RO,K,VS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-35.0%,RO,L,VS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-35.0%,RO,M,VS1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-38.0%,RO,D,VS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-37.0%,RO,E,VS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,F,VS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-35.0%,RO,G,VS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-35.0%,RO,H,VS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-34.0%,RO,I,VS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,J,VS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-35.0%,RO,K,VS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-35.0%,RO,L,VS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-34.0%,RO,M,VS2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,D,SI1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,E,SI1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-35.0%,RO,F,SI1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,G,SI1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,H,SI1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,I,SI1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,J,SI1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,K,SI1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-33.0%,RO,L,SI1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-35.0%,RO,M,SI1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-35.0%,RO,D,SI2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-34.0%,RO,E,SI2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-34.0%,RO,F,SI2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,G,SI2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-36.0%,RO,H,SI2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-35.0%,RO,I,SI2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-35.0%,RO,J,SI2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-33.0%,RO,K,SI2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-33.0%,RO,L,SI2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-34.0%,RO,M,SI2,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-19.0%,RO,D,I1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-19.0%,RO,E,I1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-19.0%,RO,F,I1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-16.0%,RO,G,I1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-13.0%,RO,H,I1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-13.0%,RO,I,I1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-13.0%,RO,J,I1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-13.0%,RO,K,I1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-13.0%,RO,L,I1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-13.0%,RO,M,I1,X,X,X,Faint,3.01-3.09,Jun,2022,,,,,,
-54.0%,RO,D,IF,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-55.0%,RO,E,IF,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-51.0%,RO,F,IF,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-48.0%,RO,G,IF,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-48.0%,RO,H,IF,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-48.0%,RO,I,IF,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-48.0%,RO,J,IF,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-45.0%,RO,K,IF,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-45.0%,RO,L,IF,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-45.0%,RO,M,IF,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-54.0%,RO,D,VVS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-52.0%,RO,E,VVS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-51.0%,RO,F,VVS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-46.0%,RO,G,VVS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-46.0%,RO,H,VVS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-46.0%,RO,I,VVS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-47.0%,RO,J,VVS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-44.0%,RO,K,VVS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-43.0%,RO,L,VVS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-43.0%,RO,M,VVS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-51.0%,RO,D,VVS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-51.0%,RO,E,VVS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-47.0%,RO,F,VVS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-45.0%,RO,G,VVS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-44.0%,RO,H,VVS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-45.0%,RO,I,VVS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-45.0%,RO,J,VVS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-44.0%,RO,K,VVS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-42.0%,RO,L,VVS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-43.0%,RO,M,VVS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-48.0%,RO,D,VS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-49.0%,RO,E,VS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-46.0%,RO,F,VS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-44.0%,RO,G,VS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-44.0%,RO,H,VS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-44.0%,RO,I,VS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-44.0%,RO,J,VS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-44.0%,RO,K,VS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-42.0%,RO,L,VS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-42.0%,RO,M,VS1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-48.0%,RO,D,VS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-47.0%,RO,E,VS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-46.0%,RO,F,VS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-43.0%,RO,G,VS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-43.0%,RO,H,VS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-42.0%,RO,I,VS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-43.0%,RO,J,VS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-42.0%,RO,K,VS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-42.0%,RO,L,VS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-41.0%,RO,M,VS2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-46.0%,RO,D,SI1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-46.0%,RO,E,SI1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-45.0%,RO,F,SI1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-43.0%,RO,G,SI1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-43.0%,RO,H,SI1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-43.0%,RO,I,SI1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-43.0%,RO,J,SI1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-43.0%,RO,K,SI1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-40.0%,RO,L,SI1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-42.0%,RO,M,SI1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-45.0%,RO,D,SI2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-44.0%,RO,E,SI2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-44.0%,RO,F,SI2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-43.0%,RO,G,SI2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-43.0%,RO,H,SI2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-42.0%,RO,I,SI2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-42.0%,RO,J,SI2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-40.0%,RO,K,SI2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-40.0%,RO,L,SI2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-41.0%,RO,M,SI2,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-29.0%,RO,D,I1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-29.0%,RO,E,I1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-29.0%,RO,F,I1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-23.0%,RO,G,I1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-20.0%,RO,H,I1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-20.0%,RO,I,I1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-20.0%,RO,J,I1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-20.0%,RO,K,I1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-20.0%,RO,L,I1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-20.0%,RO,M,I1,X,X,X,Medium,3.01-3.09,Jun,2022,,,,,,
-62.0%,RO,D,IF,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-63.0%,RO,E,IF,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-59.0%,RO,F,IF,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-58.0%,RO,G,IF,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-58.0%,RO,H,IF,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-58.0%,RO,I,IF,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-57.0%,RO,J,IF,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-54.0%,RO,K,IF,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-54.0%,RO,L,IF,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-54.0%,RO,M,IF,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-62.0%,RO,D,VVS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-60.0%,RO,E,VVS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-59.0%,RO,F,VVS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-56.0%,RO,G,VVS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-56.0%,RO,H,VVS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-56.0%,RO,I,VVS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-56.0%,RO,J,VVS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-53.0%,RO,K,VVS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-52.0%,RO,L,VVS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-52.0%,RO,M,VVS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-59.0%,RO,D,VVS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-59.0%,RO,E,VVS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-55.0%,RO,F,VVS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-55.0%,RO,G,VVS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-54.0%,RO,H,VVS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-55.0%,RO,I,VVS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-54.0%,RO,J,VVS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-53.0%,RO,K,VVS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-51.0%,RO,L,VVS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-52.0%,RO,M,VVS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-56.0%,RO,D,VS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-57.0%,RO,E,VS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-54.0%,RO,F,VS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-54.0%,RO,G,VS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-54.0%,RO,H,VS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-54.0%,RO,I,VS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-53.0%,RO,J,VS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-53.0%,RO,K,VS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-51.0%,RO,L,VS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-51.0%,RO,M,VS1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-56.0%,RO,D,VS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-55.0%,RO,E,VS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-54.0%,RO,F,VS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-53.0%,RO,G,VS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-53.0%,RO,H,VS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-52.0%,RO,I,VS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-52.0%,RO,J,VS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-51.0%,RO,K,VS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-51.0%,RO,L,VS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-50.0%,RO,M,VS2,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
-54.0%,RO,D,SI1,X,X,X,Strong,3.01-3.09,Jun,2022,,,,,,
